"title","content","date","variant","images","verified","author","rating","product","url"
"Easy to build, seems durable, looks nice. Obviously not a custom-built piece, but it isn't pretending to be, either.","Overall: We have no complaints about this desk. It is about on par or slightly better than IKEA's upper-middle line: particle board with the veneer over it, but it doesn't feel cheap and flaky, nor does it smell of glue.  Building this was an easy task for my husband and I, and I was 5 months pregnant at the time (no heavy lifting for me, but that didn't negatively affect the building process).  The only time we had some difficulty was getting the glass door hinges adjusted properly for the door to close without rubbing.  I think we over complicated that on our own, though, because we took the hinge apart before trying it at the default tightest setting, which ended up being the right one.  Also, when attaching the veneered backing, the nails have screw heads. I think this is because it offers a more finished look, but it was super confusing when we couldn't screw them in.  Of course, the instructions show using a hammer, but when you pick up a slightly threaded fastener with a screw head, it is natural to assume it is a screw, not a nail. Every single piece in this set is clearly labeled. All of the hardware and fixtures were labeled and present in proper number as well. Any of the labels are easily peeled off if some of them end up being visible.  The instructions are very clear and well-labeled.  The only time we had any confusion over the instructions was when we were building the drawers and had were supposed to have not reattached the runners to the drawer mechanism already in the cabinet (they were supposed to be attached to the drawers and then slid back on).  Not a big deal!  We realized our mistake and remedied it within two minutes. If you've ever built IKEA furniture, this is a walk in the park in comparison.  Any reasonable adult or adolescent should be able to build this piece with little difficulty, though it is definitely a two-person job at times. Tools needed: We used a cordless drill with the clutch helping us keep at a slow speed, but a screw driver would have worked fine. Regular claw hammer optional: rubber mallet for tacking in the included plastic floor protectors optional: wood glue to secure wooden pegs Building time: I am not exactly sure how long it took, but we accomplished it in an afternoon.  I think it was around 4 hours working at a leisurely pace. We unpacked both boxes, grouping like pieces together in our hallway for easy access, put the baggies of various sized screws/pegs/etc in numerical order, and then built on a beach towel to prevent scratching of our wood floors or new desk. Packaging note: This product comes in two (heavy) boxes.  The boxes are stapled and glued shut, and then are lined with Styrofoam inside.  Small boxes (often housing the bags of hardware) or pieces of styrofoam are used to keep the pieces from sliding around.  I was impressed with how well this was packaged!  However...at one point in shipping, one of our boxes had been dropped and was delivered in an obviously ""exploded"" fashion.  Fortunately, nothing was missing or damaged, and this is not an Amazon problem.  But, I think it is worth noting for both the positive and negative implications: these boxes can survive a beating, but be sure to count and check your pieces right away for damage if you get a damaged box. End result: My husband has his two 23"" monitors on one arm of the desk along with his two speakers, keyboard, and mouse; his computer is in the corner (he has a LAN computer with a case shaped like a milk crate...it isn't going to fit in any standard CPU cabinet, so we put the serge protector, wireless router, and modem in the cabinet); and a printer in line with the drawers on the other arm of the desk. It is a tighter fit than we had hoped, but, it is comfortable, and there is some room on the drawer-side arm for a laptop to sit, or some snacks, or just to have some basic elbow room. We haven't had any scratching or damage in the past couple of weeks of use.  Will update if anything bad happens.  :)","05 Jun 2016","Color: Harvest Cherry","","Yes","J. Collins","5.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Make sure all parts are included.","I read the reviews earnestly.  Should have heeded their warning.  I did not receive a set of screws, as well as a drawer mechanism.  I will have to wait 2 months for these parts.  I am very glad I checked this out, as per a suggestion from the reviews.  I don't have the original box, but, I'm so discouraged, now.  Meanwhile, I have put together a chair, a table and a bed.  They were all easy.  I love the color of this desk, It's gorgeous.  But I want something easier.  And more immediate.  And seeing it, in person, it's really massive.  As an apt dweller, eager to start my ""Adult life"", I want something a bit more compact and sooner.  I'll see what customer service says, and go from there...  I will say, though, their response time was very good.  Just not the parts. As an update, make sure you keep the box for returns.  UPS charged me approx $50 to return it, including their packing fee.","11 Apr 2018","Color: Espresso Oak","","Yes","K Morgan","1.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Works fine","Works fine for a decent desk, The finishing of wood is just a paper on MDF. Beware. IF you tend to stick something on it and peel it off, the paper will peel off too.. Also it retains moisture making it slightly bubbly later on. It is sturdy with all the L support it has. Takes a lot of time to put in if you plan to do it alone. Rather get someone to study the instructions and you may be able to speed up the process. I did it all alone and it took me 4 hours. I like to do it right the first time.I connected my dual monitors with a clamp stand and works fine. The USB outlet is 2.0. So if you plan to charge your phone, It will take ages. I so wished they had considered USB 3.0. Would have made our lives easy. Otherwise, the design is good. Looks stylish. I applied a water proof stain on it so it doesn't retain moisture. Hope this helps.","25 Dec 2017","Color: Harvest Cherry","","Yes","Venky","3.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Don't be intimidated by other reviews","I'm a 22 year old gal who, on a good day, can tell the difference between a wrench and a ratchet. I am not handy. Having said that, this desk was NOT that difficult to put together. It took me about 3 hours (including gabbing with coworkers in between), I had no help, and I made no mistakes. Other reviewers make it sound like this is the rubik's cube version of a desk. It is NOT that bad!!!! The instruction manual wasn't great, but if you just let yourself take a moment to get used to it and follow the pictures, you'll be fine. It calls for a second person but again, I managed it just fine on my own. I enjoyed putting it together, and the results were gratifying! Does it look like a thousand-dollar desk? No. Does it look nice, though? Yes. very. It is extremely sturdy. Everything fit well together. The color is a very nice, rich, extremely dark brown. It is well represented in the photo. The desk is a little higher than what most are used to, but I love the height. Any regular office chair will do just fine. The key to putting this desk together: USE A POWER DRILL OR POWER SCREWDRIVER. I cannot imagine putting this thing together with a manual screwdriver. It would take forever. Use a drill and you will save yourself a ton of grief and a whole lot of time. Overall, for what it is, I love it. The price is more than reasonable and I am very pleased with the product. Do not be intimidated by other reviews. I even have the desk facing out where everyone who walks through my office door sees what other reviewers call the ""ugly"" backside. In my opinion, it looks just fine. No need to place against a wall or hide in a corner! Very pleased and would order again!","22 Jan 2014","Color: Espresso Oak","","Yes","Sierra","5.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Cheap parts that chip","For this price, it should have been made with some quality...Almost each nail, or part you need to assemble cracks the particle board / Wood so it looks like its been used for years and yet its brand new...I would not recommend this even though i really liked the photos of the desk...Bought the hutch too, and same issues...The felt board for the back part is so cheaply made its very disappointing ...Customer service is very nice, but the cabinet brackets are hell to install and are still not level no matter how many times you try to adjust it !!","12 Jul 2019","Color: Harvest Cherry","","Yes","Lisa D.","1.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Love it. Fairly easy to setup","I have to say this is a solid desk. Love it. Fairly easy to setup. Avoid using power drills or any power tool as that is a recipe to cause some damage to the desk! Good old Philips &flat head screw driver will do the trick. I'd do a 5 star but was not impressed with the delivery timing. Maybe the holidays is to blame. But all in all I am happy with this investment. Exactly what I was look for!","16 Dec 2015","Color: Espresso Oak","https://images-na.ssl-images-amazon.com/images/I/71nuzUS1IOL._SY88.jpg","Yes","Edward","4.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good desk","Love it! Pretty, sturdy, came with one extra of each screw/bolt. The instructions are labeled diagrams, super easy to follow. My husband and I put it together in about 30 minutes.","17 Aug 2020","Color: Rustic Brown","https://images-na.ssl-images-amazon.com/images/I/71p+jXCQOxL._SY88.jpg","Yes","Amber branscum","5.0","CubiCubi L-Shaped Desk Computer Corner Desk, Home Office Gaming Table, Sturdy Writing Workstation with Small Table, Space-Saving, Easy to Assemble, Rustic Brown","/CubiCubi-L-Shaped-Computer-Workstation-Space-Saving/product-reviews/B085ZYGWSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Very convenient and economic","When this product was delivered, everything was well-packed and there were no damaged parts.  Each part and each type of screw are marked with Alphabet and number, respectively. Thus allowed me to assemble it very easily.  The installation guidances in brochure are very detailed and inclusive,  covering all the accessories need to be set up in every step. After fixing the whole frame together, I put three tabletops on it and used silver screws to fix them to the frame, which is stronger than I thought.  No shaking is observed. Plus the wood texture of these tops looks natural and feels good.  Besides that, there also comes a smaller laptop support stand, which is quite user-friendly. In all, I think this desk is excellent and satisfying considering its reasonable price.","18 Aug 2020","Color: Rustic Brown","https://images-na.ssl-images-amazon.com/images/I/71vFbnhHffL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81OQIZgbPAL._SY88.jpg","Yes","Fumino Mason","5.0","CubiCubi L-Shaped Desk Computer Corner Desk, Home Office Gaming Table, Sturdy Writing Workstation with Small Table, Space-Saving, Easy to Assemble, Rustic Brown","/CubiCubi-L-Shaped-Computer-Workstation-Space-Saving/product-reviews/B085ZYGWSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Nice for the $.","I recently ordered this item after looking for a reasonable new desk for a home office. The package arrived in a few days and all the items were present and in good condition. The assembly instructions were included and relatively easy to follow. I assembled the desk in less than an hour. So far so good, the desk is a good size and the monitor stand in a nice added benefit. The finish is nice even though it is printed. The desk is very solid and sturdy and I would recommend to anyone looking for a home office L-shaped desk.","17 Aug 2020","Color: Rustic Brown","","Yes","Bryan Stewart","5.0","CubiCubi L-Shaped Desk Computer Corner Desk, Home Office Gaming Table, Sturdy Writing Workstation with Small Table, Space-Saving, Easy to Assemble, Rustic Brown","/CubiCubi-L-Shaped-Computer-Workstation-Space-Saving/product-reviews/B085ZYGWSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Nice looking computer desk and useful","So this computer desk it very big and it have a lot of space for you to put down two computer and one laptop on the little table that they give you. The computer desk can be for gaming table or a office table and it looks very nice. So the desk is very safe and tight is not snake.","18 Aug 2020","","","Yes","WangHan","5.0","CubiCubi L-Shaped Desk Computer Corner Desk, Home Office Gaming Table, Sturdy Writing Workstation with Small Table, Space-Saving, Easy to Assemble, Rustic Brown","/CubiCubi-L-Shaped-Computer-Workstation-Space-Saving/product-reviews/B085ZYGWSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Easy set up, large desk","Easy to set up and larger than I expected. Worth the money and definitely meets my expectations.","17 Aug 2020","","","Yes","Tamar","5.0","CubiCubi L-Shaped Desk Computer Corner Desk, Home Office Gaming Table, Sturdy Writing Workstation with Small Table, Space-Saving, Easy to Assemble, Rustic Brown","/CubiCubi-L-Shaped-Computer-Workstation-Space-Saving/product-reviews/B085ZYGWSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"not sturdy","the table wasn't made well, so assembling it you will see some screws don't align through pieces well and then don't fit together right either. also, the connection of tables has gaps in between. Even though the instructions say to push the pieces together then tighten screws it doesn't work. I took it apart three times cus it was driving me insane. but still would have the gap in the cracks. not worth it for 140 bucks","16 Aug 2020","","","Yes","Zan","1.0","CubiCubi L-Shaped Desk Computer Corner Desk, Home Office Gaming Table, Sturdy Writing Workstation with Small Table, Space-Saving, Easy to Assemble, Rustic Brown","/CubiCubi-L-Shaped-Computer-Workstation-Space-Saving/product-reviews/B085ZYGWSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Look elsewhere and save yourself the headache","Product has so many problems I will probably miss something. A) the instructions need to be rewritten. I got deep into installation before I realized that certain pieces were just slightly unique (where the drawer goes, where the headphone hook goes, etc) and I was too far in to undo what I had put together. B) holes don't align and the desk does not sit together. I have gaps and unlevel surfaces and there is no chance that I could have gotten this to install where all screws that secure the frame to the desktop align. You'll have 6-7 leftover screws, not including the extra pieces. Up to you whether you want to trust it. C) Box is low quality and the materials are poorly packed. You'll scramble through all the loose pieces hoping you have everything and that the box wasn't so damaged that you lost something. D) thew ""drawer"" is a joke. It says don't put more than 3.3 lbs in it. I wouldn't put more than .3 lbs in it. It's flimsy and does not stay in the drawer brackets well because you can't secure the brackets tight enough.","14 Sep 2020","","","Yes","Nicholas Colonna","1.0","CubiCubi L-Shaped Desk Computer Corner Desk, Home Office Gaming Table, Sturdy Writing Workstation with Small Table, Space-Saving, Easy to Assemble, Rustic Brown","/CubiCubi-L-Shaped-Computer-Workstation-Space-Saving/product-reviews/B085ZYGWSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"L shaped open desk.","I ordered this looking for a reasonable home office desk. The package arrived on time. and all the items were in good condition. The instructions were Ok. not the best but my husband assembled the desk in less than an hour. love how big the desk is. the monitor stand was a nice added benefit. we got the black finish it is nice. The Desk seams to be very solid and sturdy and I would recommend to anyone looking for a home office L-shaped desk.","19 Aug 2020","","","Yes","Julie Bushman","4.0","CubiCubi L-Shaped Desk Computer Corner Desk, Home Office Gaming Table, Sturdy Writing Workstation with Small Table, Space-Saving, Easy to Assemble, Rustic Brown","/CubiCubi-L-Shaped-Computer-Workstation-Space-Saving/product-reviews/B085ZYGWSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great Home learning station","New school year almost start. Our school district  decided to remote learning for everyone. Learning at home we must prepare a good learning station for my son. I have looked over L shape desk for two month. It is so hard to make choice due to size and price. This L shape desk is perfectly fitted my need with right size and great price. I have small size home so economically use space is very important. This table size is perfectly fit corner of our family room as showed in picture. The quality is good. It stands sturdy. Also it was easy to assemble. It totally took us less than an hour to set up. Highly recommend to small house.","23 Aug 2020","Color: Rustic Brown","https://images-na.ssl-images-amazon.com/images/I/71xhFjJvr4L._SY88.jpg","Yes","Musthave","5.0","CubiCubi L-Shaped Desk Computer Corner Desk, Home Office Gaming Table, Sturdy Writing Workstation with Small Table, Space-Saving, Easy to Assemble, Rustic Brown","/CubiCubi-L-Shaped-Computer-Workstation-Space-Saving/product-reviews/B085ZYGWSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great desk","I don't normally leave reviews, but seeing some deeply unfair ones, I felt compelled to share my experience. For the price, this desk is really as good as you can hope for. Instructions were included in the box, easy to understand, and the desk came together easily and feels nice and sturdy. It was nice to see they included an extra of every piece of hardware needed to assemble the desk as well. I saw some other reviews stating the panels don't fit together well, but that wasn't my experience at all. All in all I'm very satisfied with the purchase.","20 Aug 2020","","https://images-na.ssl-images-amazon.com/images/I/71EZpg4btmL._SY88.jpg","Yes","Randy Banks","5.0","CubiCubi L-Shaped Desk Computer Corner Desk, Home Office Gaming Table, Sturdy Writing Workstation with Small Table, Space-Saving, Easy to Assemble, Rustic Brown","/CubiCubi-L-Shaped-Computer-Workstation-Space-Saving/product-reviews/B085ZYGWSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect gaming desk **1 year update**","I picked up two of these and made them into a U shape gaming command center for my woman and I to shred on. Very very very pleased with how this came out. But don’t take my word for it look for yourself. *note* I did not change the way the desk are supposed to go. I have the long end meeting up with the short meaning both desk look exactly as shown in the picture just put together. As far as I know you can’t put both long ends in the middle. Setup was a breeze although I am used to working with my hands. Screw gun and drill will help speed up the process 10x over. ****1 year update**** A lot has happened in a year with these desks. Countless hours of gaming and my girlfriend and I have transitioned from ps4 to pc gamers with heavy towers and both multi monitor setups. Safe to say I might be putting some stress on these desks but she is holding up with not a single complaint. ****2 year update**** Down to one desk, not because it broke but because I kicked my ex out lol I now have 3 monitors on this desk with one being a 34” curved ultrawide mounted with a clamp to the back of the desk (I added plywood for re-enforcement) mounted above my 24.5” 240hz Alienware fps monitor with just a  27” asus monitor strait up on the side. Desk is still going strong with no complaints even though I took it apart and flipped the direction of the L.","21 Mar 2018","Color: Black","https://images-na.ssl-images-amazon.com/images/I/710j1UQgd3L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/712jlQ7J+WL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71mtbHG1pCL._SY88.jpg","Yes","KillaBeeWess","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great desk for the price","I put two together for my gaming room. Works great. Took a bit to put together and missing a couple of screws but still worth the price.","02 May 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71ICEMQspwL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71YPR0EQ8IL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71j0uHY7l8L._SY88.jpg","Yes","A Gorman","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Easy to assambly, you will only need a screwdriver!","Great packing easy to assemble, very happy with this desk!!  😁","28 Feb 2018","","https://images-na.ssl-images-amazon.com/images/I/61taIbLHefL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71AuFByeUaL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71Ozyq8ukhL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71khFfNp7xL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71wNflCXEJL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71wpJcH3qZL._SY88.jpg","Yes","Elizabeth Ramírez chacon","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"EXCELLENT PRODUCT!","This desk is sturdy, adorable, and was exactly what I expected. I put a table skirt around it to hide the open area. Then I was able to put a 3 draw storage container below, trash can in the corner section, and still have plenty of leg room. Only thing I would change would be to make top wider. I am using it as my teacher desk and have my computer on a computer cart right beside it. Same height and just attached my table skirt to it too. Looks amazing!","31 Mar 2019","","https://images-na.ssl-images-amazon.com/images/I/71Dc76c+Y+L._SY88.jpg","Yes","Amazon Customer","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Sturdy, easily assembled,  clear instructions,  tools included.","Assembly says to have two people but if you don't have anyone else I'm sure you could still assemble the desk, I could just see having to hold the stuff and screw it it in may be a little hard. My husband and I had not one problem assembling this desk.  It didnt take us very long either. The instructions are very simple.  I love that the tools are included.  Even the screws are packaged nicely and are all separated and numbered to make finding the correct ones easy. This desk is very sturdy and greatly priced! If we need another desk in the future we will be purchasing this one again and I highly recommend it!","11 Mar 2020","Color: Black","","Yes","Amazon Customer","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"It was a great buy and maybe took me a little over a ...","It was a great buy and maybe took me a little over a hour to get it all set up correctly. It's exactly what I needed. Also I suck at putting stuff together but I figured it out.","19 Jul 2018","","https://images-na.ssl-images-amazon.com/images/I/41D+FEHSN0L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/41xRVnmXDVL._SY88.jpg","Yes","Amazon Customer","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Built well enough to hold my 2 27"" monitors, ...","Built well enough to hold my 2 27"" monitors, laptop and assortment of other small items.  Its not a desk you  sit on, thats why you have a chair.","29 May 2018","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71oQgvU7cTL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71sl02r2PuL._SY88.jpg","Yes","Libby C.","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Five Stars","Great desk met all my expectations","13 Feb 2017","Color: Black","https://images-na.ssl-images-amazon.com/images/I/51xCeUWg84L._SY88.jpg","Yes","CBF Productions/Robert","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Doesn’t take up much space and is excellent for the price","For the price this desk is excellent. Plenty of room for my home office and doesn’t take up much space. I really like it.","22 Feb 2018","","https://images-na.ssl-images-amazon.com/images/I/71B8vuZ95vL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71XVc5hhMoL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71sRUD-IX6L._SY88.jpg","Yes","Ashley Strickland","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Walnut Desk is Great!","This desk is great for multi purpose activities. I needed a place where I could use my gaming computer. I also needed room to study and do art. That is why I chose this desk. So far it has been great! The only thing I want to warn people about is that you have to have a decent amount of strength to get the screws properly in. My dad was able to do it, but I wasn’t. So, if you get the walnut desk keep this in mind. The desk so far is pretty sturdy and doesn’t shake for me. I feel comfortable using it.","12 May 2020","","https://images-na.ssl-images-amazon.com/images/I/61u-Oz7yeAL._SY88.jpg","Yes","Liahna","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect gaming desk **1 year update**","I picked up two of these and made them into a U shape gaming command center for my woman and I to shred on. Very very very pleased with how this came out. But don’t take my word for it look for yourself. *note* I did not change the way the desk are supposed to go. I have the long end meeting up with the short meaning both desk look exactly as shown in the picture just put together. As far as I know you can’t put both long ends in the middle. Setup was a breeze although I am used to working with my hands. Screw gun and drill will help speed up the process 10x over. ****1 year update**** A lot has happened in a year with these desks. Countless hours of gaming and my girlfriend and I have transitioned from ps4 to pc gamers with heavy towers and both multi monitor setups. Safe to say I might be putting some stress on these desks but she is holding up with not a single complaint. ****2 year update**** Down to one desk, not because it broke but because I kicked my ex out lol I now have 3 monitors on this desk with one being a 34” curved ultrawide mounted with a clamp to the back of the desk (I added plywood for re-enforcement) mounted above my 24.5” 240hz Alienware fps monitor with just a  27” asus monitor strait up on the side. Desk is still going strong with no complaints even though I took it apart and flipped the direction of the L.","21 Mar 2018","Color: Black","https://images-na.ssl-images-amazon.com/images/I/710j1UQgd3L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/712jlQ7J+WL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71mtbHG1pCL._SY88.jpg","Yes","KillaBeeWess","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great desk for the price","I put two together for my gaming room. Works great. Took a bit to put together and missing a couple of screws but still worth the price.","02 May 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71ICEMQspwL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71YPR0EQ8IL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71j0uHY7l8L._SY88.jpg","Yes","A Gorman","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Easy to assambly, you will only need a screwdriver!","Great packing easy to assemble, very happy with this desk!!  😁","28 Feb 2018","","https://images-na.ssl-images-amazon.com/images/I/61taIbLHefL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71AuFByeUaL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71Ozyq8ukhL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71khFfNp7xL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71wNflCXEJL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71wpJcH3qZL._SY88.jpg","Yes","Elizabeth Ramírez chacon","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"EXCELLENT PRODUCT!","This desk is sturdy, adorable, and was exactly what I expected. I put a table skirt around it to hide the open area. Then I was able to put a 3 draw storage container below, trash can in the corner section, and still have plenty of leg room. Only thing I would change would be to make top wider. I am using it as my teacher desk and have my computer on a computer cart right beside it. Same height and just attached my table skirt to it too. Looks amazing!","31 Mar 2019","","https://images-na.ssl-images-amazon.com/images/I/71Dc76c+Y+L._SY88.jpg","Yes","Amazon Customer","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Sturdy, easily assembled,  clear instructions,  tools included.","Assembly says to have two people but if you don't have anyone else I'm sure you could still assemble the desk, I could just see having to hold the stuff and screw it it in may be a little hard. My husband and I had not one problem assembling this desk.  It didnt take us very long either. The instructions are very simple.  I love that the tools are included.  Even the screws are packaged nicely and are all separated and numbered to make finding the correct ones easy. This desk is very sturdy and greatly priced! If we need another desk in the future we will be purchasing this one again and I highly recommend it!","11 Mar 2020","Color: Black","","Yes","Amazon Customer","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
