"title","content","date","variant","images","verified","author","rating","product","url"
"The best purchase I’ve ever made in my entire life!","This chair is a game changer! The gray is soft and luscious, but also the force is Luxury in pristine condition. I am grateful and get surprised at how beautiful it looks on my luxury office.","07 Oct 2019","","","Yes","Dr. Jamal","5.0","AmazonBasics High-Back Executive Swivel Office Desk Chair with Ribbed Puresoft Upholstery - Grey, Lumbar Support, Modern Style","/AmazonBasics-High-Back-Executive-Swivel-Puresoft/product-reviews/B07KWZH5PV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Lots of Support for Very Long Hours","I ordered this chair because my recent office chair broke, and I needed a stronger and more comfortable option. I received the chair in a very well packaged box, with each piece carefully wrapped in either bubble wrap or cardboard. Assembly was very easy, taking me only 10 minutes, utilizing all their tools provided in the box with no need for my own tools. Once I finished assembling the chair, I tightened all the screws to make sure it was sturdy, and it was ready to go. The first night I had the chair I spent a couple hours on it doing homework, and with the knob in the first locked position it allowed the chair to keep me having good posture while also being super comfortable. I've also used the chair while watching a movie and playing games for hours, unlocking the knob and leaning back in the chair, allowing me to look up at the tv without any strain on my neck or back, and also providing me with enough comfort to relax. This chair is amazing for every use, no matter what it's needed for. It's very high quality for one of the cheaper options out there. I'll continue to use it constantly throughout my school year, for my many nights of long hours doing work. 10/10 Product.","02 Sep 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71FmhXEcMqL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71NfjM-nCHL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71XJmDgCuhL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81uSAgCt2uL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/91qmSbxuNhL._SY88.jpg","Yes","Micha","5.0","Office Chair, Mesh Office Computer Swivel Desk Task Chair, Ergonomic Executive Chair with Armrests","/Office-Computer-Ergonomic-Executive-Armrests/product-reviews/B07T1P5PMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Brand New But Looks Good","This chair arrived a day earlier than predicted and very nicely packaged in a compact, high-grade corrugated box. Everything was well protected to eliminate any risk of damage. The piece-part HW includes 10 screws, 4 washer, and a decent allen wrench to tighten everything down (no additional tools required once you have the box open). The instructions are not excessively detailed but more than adequate for anyone that's ever put anything together in their life. It took me about 20 minutes at a gentle pace not trying to beat the clock. (If I were to race the clock on the next one I think I could put this together in about 7 minutes.) Everything goes together very nicely. The casters simply pop into the 5 legs and are held there with a pre-attached lock ring. There's a slotted tab along with two retention screws that attach the back to the armrests. It's a decent design and seems very stable. I'm not sure I like the fact that the armrests are not adjustable, but I knew that when I ordered it and they are at a good height for me once assembled. All in all the chair is very stable and very comfortable. I like the way it rocks back with just the right amount of pressure set as I spend a lot of time on business Skype calls and it allows me to change position when necessary. Haven't really tested the effectiveness of the built in lumbar support yet. I looked at big-box stores before buying this chair and the sticker shock forced me to Amazon. This chair is a GREAT bargain at $69.99 from what I can tell with only minimal use thus far. Granted... it's not a Herman Miller office chair but it is adequate for my occasional home office use and $400 cheaper!","12 Sep 2019","Color: Black","","Yes","Chopper","5.0","Office Chair, Mesh Office Computer Swivel Desk Task Chair, Ergonomic Executive Chair with Armrests","/Office-Computer-Ergonomic-Executive-Armrests/product-reviews/B07T1P5PMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Sweet chair","I needed an office chair that would be comfortable, able to breath and of course, some what cost effective.  I read the reviews of others, looked and the pics and decided to jump in.  I was not let down with the product!  Arrived on time, packaging was perfect and no damage.  Once I opened the package, I was able to see the quality of the chair.  The instructions were spot on.  It actually took me about 20 minutes to assemble with no issues.  I've been using the chair for about two weeks and completely happy with it.  In my opinion, if you need a cost effective chair that is comfortable and easy to assemble, this is it.","11 Sep 2019","Color: Black","","Yes","Jim","5.0","Office Chair, Mesh Office Computer Swivel Desk Task Chair, Ergonomic Executive Chair with Armrests","/Office-Computer-Ergonomic-Executive-Armrests/product-reviews/B07T1P5PMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Easy to put together","Very comfortable","31 Aug 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71uSa6KfweL._SY88.jpg","Yes","Joe","5.0","Office Chair, Mesh Office Computer Swivel Desk Task Chair, Ergonomic Executive Chair with Armrests","/Office-Computer-Ergonomic-Executive-Armrests/product-reviews/B07T1P5PMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Buy it!","I bought this chair for my 11-year-old son.  He put it together himself in 10 minutes with no problems.  Super easy and super comfortable!  Seems sturdy and I am happy with it.  The arm rests could be a bit higher but overall, great seller and experience, thanks!","06 Sep 2019","Color: Black","","Yes","kristin gamble","5.0","Office Chair, Mesh Office Computer Swivel Desk Task Chair, Ergonomic Executive Chair with Armrests","/Office-Computer-Ergonomic-Executive-Armrests/product-reviews/B07T1P5PMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Comfortable to use!","I've been doing a lot of video editing lately so I have been sitting for 2-3 hours in the same spot trying to get work completed. I decided to buy a new chair because my back has been getting after an hour or two and this chair has definitely helped! It's good quality and comfortable which is all I needed!","30 Jul 2019","Color: Black","","Yes","Dettmanm","5.0","Office Chair, Mesh Office Computer Swivel Desk Task Chair, Ergonomic Executive Chair with Armrests","/Office-Computer-Ergonomic-Executive-Armrests/product-reviews/B07T1P5PMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great buy!","Great buy! Great looking chair! Using for my bedroom office.","31 Jan 2020","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71w8P+VbdWL._SY88.jpg","Yes","soncerat","5.0","Office Chair, Mesh Office Computer Swivel Desk Task Chair, Ergonomic Executive Chair with Armrests","/Office-Computer-Ergonomic-Executive-Armrests/product-reviews/B07T1P5PMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Excellent stable and sturdy office chair.","Very comfortable chair. Good support and stable. You just have to make sure you tighten the bolts otherwise it feels loosly put together. Once you properly tighten the bolts the chair feels Rock solid. I appreciate the easy to take apart 3 piece construction. It makes it very easy to pack into the car if I ever need to move.","17 Aug 2019","Color: Black","","Yes","SPatel","5.0","Office Chair, Mesh Office Computer Swivel Desk Task Chair, Ergonomic Executive Chair with Armrests","/Office-Computer-Ergonomic-Executive-Armrests/product-reviews/B07T1P5PMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Love It","Very nice chair for home office. Very easy to put together for a stroke patient with limited use of right hand. I’ve purchased other types of chairs from Staples and paid for there service to put together never again. Thank You!","08 Oct 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71WtPUj8noL._SY88.jpg","Yes","Ms Will","5.0","Office Chair, Mesh Office Computer Swivel Desk Task Chair, Ergonomic Executive Chair with Armrests","/Office-Computer-Ergonomic-Executive-Armrests/product-reviews/B07T1P5PMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great office chair for the price","Overall, I’m very happy with the chairs and the service. They are great value for the price. They arrived very quickly and were easy to install. My only complaint is the seat cushion is a little thin/soft. They are a great option for short meetings though. I will probably be buying more of them.","05 Sep 2019","Color: Black","","Yes","besheer","5.0","Office Chair, Mesh Office Computer Swivel Desk Task Chair, Ergonomic Executive Chair with Armrests","/Office-Computer-Ergonomic-Executive-Armrests/product-reviews/B07T1P5PMP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Simple but looks good and useable","This chair is simple but felt quite firm and stable. The shock absorber is strong and capable to hold my body with no problem. I’m 5’11” and 260 lb and it fits me just look at additional pictures. I assembled it for only ten minutes... This chair is real chair for a work place.","05 Jan 2020","Color: Dark Black","https://images-na.ssl-images-amazon.com/images/I/611cBIa1thL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61nAo0JLSzL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/718QdZ0mvYL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71O-Bkq1QDL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71TDUR2Lc4L._SY88.jpg","Yes","Ignat","5.0","Office Chair, Mid Back Leather Desk Chair, Computer Swivel Office Task Chair, Ergonomic Executive Chair with Armrests","/Leather-Computer-Ergonomic-Executive-Armrests/product-reviews/B07STWM9HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great task chair!","Ok, Received it and at briefly had a scare the box was rather small. After opening it and beginning to pull out the parts I then realized why. They put the majority of the parts in the backrest. I embarked on the journey of assembly. Before I knew it I was done! 15 minutes flat! All required tools where included. Once assembled I began running it through the paces. Good height adjustment. Decent lean. Firm seating, I love this as too much padding breaks down. Overall an A+ Will be using this as my chair near my desk for quite a while! Thanks  SmugChair!","11 Dec 2019","Color: Dark Black","https://images-na.ssl-images-amazon.com/images/I/718kEauJFmL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71DbsO3zdOL._SY88.jpg","Yes","R. Gibbons","5.0","Office Chair, Mid Back Leather Desk Chair, Computer Swivel Office Task Chair, Ergonomic Executive Chair with Armrests","/Leather-Computer-Ergonomic-Executive-Armrests/product-reviews/B07STWM9HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"I love it!","This chair was so easy to set up and is sooo comfortable! I absolutely love it!","25 Oct 2019","Color: Dark Black","https://images-na.ssl-images-amazon.com/images/I/81aOo9Qt1+L._SY88.jpg","Yes","Mobarr","5.0","Office Chair, Mid Back Leather Desk Chair, Computer Swivel Office Task Chair, Ergonomic Executive Chair with Armrests","/Leather-Computer-Ergonomic-Executive-Armrests/product-reviews/B07STWM9HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good for home office.","Works perfectly for my home office.  There’s quite a few parts but assembly is pretty easy.  The chair raises, lowers, and rolls smoothly.","19 Nov 2019","Color: Dark Black","https://images-na.ssl-images-amazon.com/images/I/71G0cFtss-L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71gfgT+y9hL._SY88.jpg","Yes","C. Graham","5.0","Office Chair, Mid Back Leather Desk Chair, Computer Swivel Office Task Chair, Ergonomic Executive Chair with Armrests","/Leather-Computer-Ergonomic-Executive-Armrests/product-reviews/B07STWM9HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Sleek and durable chair at an amazing price point! You should consider it!!","This box arrived quickly and the box and inner packaging was in acceptional condition. The assembly was easy and the directions were clear to follow or any skill level. Once the chair was assembled it felt very durable and comfortable. We are excited to use it in the family office and it looks very clean and sleek as well. I recommend this chair to anyone looking for high quality at an affordable price. We need to replace a few other desk chairs in our home and this will be our choice.","06 Nov 2019","Color: Dark Black","https://images-na.ssl-images-amazon.com/images/I/71SwFvld6tL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71vjcz8HoFL._SY88.jpg","Yes","Tracy Wicklund","5.0","Office Chair, Mid Back Leather Desk Chair, Computer Swivel Office Task Chair, Ergonomic Executive Chair with Armrests","/Leather-Computer-Ergonomic-Executive-Armrests/product-reviews/B07STWM9HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great chair which does not take too much space!","This chair is exactly what i am looking for: easy to assemble, compact, and comfortable. Even better it is half the price I paid for my previous chair which was too bunky for my bedroom. The chair was neatly packaged and delivered with no damages. All the tools and materials are stored in the back of the chair. They even provide you with extra screws in case if you lose any. The instruction is simple and easy to follow which helped me to assemble the chair within only 30 min. I believe you can do it much faster if you follow some of the tips I list below. Overall, I am satisfied with this great product! Assembly tips: - 4 wheels at the bottom: Need a harder push for these wheels to be ""clicked"" into the holes. - Armrest: dont tighten the screws all the way as you will need to adjust the position of the armrest to be proportionate with the topper part of the chair.","17 Nov 2019","Color: Dark Black","https://images-na.ssl-images-amazon.com/images/I/715YyZ+kf8L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71RCwj5KypL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71V020xN7lL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71nY1sSUCmL._SY88.jpg","Yes","Vinny T","5.0","Office Chair, Mid Back Leather Desk Chair, Computer Swivel Office Task Chair, Ergonomic Executive Chair with Armrests","/Leather-Computer-Ergonomic-Executive-Armrests/product-reviews/B07STWM9HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"I recommend this chair","This chair had great instructions .They even included an extra 1 of each type of screw in case one lost, etc. Step to step easy to understand pictures were included. It only took about 15 minutes from unpack to sitting in this chair.The chair es easy to roll and adjust. I recommend this chair","01 Mar 2020","Color: Dark Black","https://images-na.ssl-images-amazon.com/images/I/814NBDpR9QL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/814NBDpR9QL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81QFyH4SqfL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81a4fC0+wwL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81amtYEXf9L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81tN2Ow7kgL._SY88.jpg","Yes","Tejal Patel","5.0","Office Chair, Mid Back Leather Desk Chair, Computer Swivel Office Task Chair, Ergonomic Executive Chair with Armrests","/Leather-Computer-Ergonomic-Executive-Armrests/product-reviews/B07STWM9HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great chair!!","Great chair!! Feels really comfortable for the price!!! Also all the pieces come inside the chair so you can always put it back for storage or when you are moving it!! It has a lever so you can go up and down or you can also lean back.","29 Nov 2019","Color: Dark Black","https://images-na.ssl-images-amazon.com/images/I/713SDvwukaL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71LGuMB1KoL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71Q-hVgVQZL._SY88.jpg","Yes","Edgar","5.0","Office Chair, Mid Back Leather Desk Chair, Computer Swivel Office Task Chair, Ergonomic Executive Chair with Armrests","/Leather-Computer-Ergonomic-Executive-Armrests/product-reviews/B07STWM9HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"verified purchased","very good experience with this office chair very comfort easy to assemble strong and reliable I do a lots of computer work and this is why I chose this product. I will highly recommend everyone to buy this 👍👍👍👍👍","03 Nov 2019","Color: Dark Black","","Yes","Dilawar Ahmad","5.0","Office Chair, Mid Back Leather Desk Chair, Computer Swivel Office Task Chair, Ergonomic Executive Chair with Armrests","/Leather-Computer-Ergonomic-Executive-Armrests/product-reviews/B07STWM9HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Ergonomic to its core and super comfortable","Amazing Product For that Price - very sturdy, comfortable and smooth - am very tall and the chair can be lifted to a good higher position which helps me sit ergonomically","05 Nov 2019","Color: Dark Black","https://images-na.ssl-images-amazon.com/images/I/61QI1M0tElL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61wTQrVL0qL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/712Q34ujtYL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71SVxCZk1PL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71nf4kK7S-L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71z9Cpw8-nL._SY88.jpg","Yes","Harish","5.0","Office Chair, Mid Back Leather Desk Chair, Computer Swivel Office Task Chair, Ergonomic Executive Chair with Armrests","/Leather-Computer-Ergonomic-Executive-Armrests/product-reviews/B07STWM9HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good value at $100 but could use a few design construction upgrades.","This is a great value for essentially the same chair you pay $180 or $250 for at Big Box office stores. There is an issue with the design though. I believe the manufacturer is assembling the inner infrastructure of the chair improperly. After about 6 months the back failed on me. I removed the leather and foam to inspect the issue. There are brackets that are attached to the wood with threaded nuts. This is a sufficient manner to connect the pieces however they have installed them opposite. Meaning the nuts are on the back and/or the bottom and the L brackets are on the top or front. Therefore when you sit or lean back all of the weight holding ability is bearing on the NUTS rather than on the brackets. I disassembled mine. I installed the L bracket under the base and the nuts on the top side. Likewise on the back I put the nuts on the front and the L bracket on the back. This increased the stability and durability of the chair 10 fold. Photos I uploaded show the nut that pulled through the wood and my repair by moving the bracket below. Now after about 11 months the chair is still working great. i find the leather material to be more durable than the office store type chairs. If the manufacturers would switch the process or contact me for more information on the chair engineering I could make this a 5 star review and a great value for a $100 chair.","10 Sep 2017","Color: Brown Style: Chair","https://images-na.ssl-images-amazon.com/images/I/715XbVctaTL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71zYKDQIZvL._SY88.jpg","Yes","Chris Alexander","3.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"What a mess","1. Bonded leather didn't last a year, the handles are peeling off as I sit in this chair. 2. Squeaks like crazy, have to reapply some wd-40 every now and then. 3. Foam cushion inserts are so-so. 4. The button inserts and black plastic cover covering the screws on the side comes off periodically. TLDR; get something that doesn't have 'bonded leather' as the material, that and maybe something a bit more reputable.","29 Jul 2019","Color: Brown Style: Chair","","Yes","Aaron","1.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Chair is an epic failure","Here is why I am totally upset & disgusted with this ""office"" chair. First off,, the brown chair does NOT have a pewter colored finished -- it's more of a matte gold. That was the very first thing we noticed as we started unpacking the pieces. This turned out to be just the beginning of our troubles. Secondly, the screws for assembling the chair were too short. Whoever designed this should be doing something else for a living.  We still cannot get the screws to stay tight.  Basically, assembling this thing was a nightmare and we ended up needing THREE people to help finesse the parts into fitting together. Finally, after TWO hours of fighting to get the chair assembled, we stood back to look at our finished product and discovered a small tear in the back of the chair that we never noticed when we unpacked it.  Too late now.  Also, the chair's arms won't stay tight -- they keep loosening up because of the lousy construction design.  The chair is also uncomfortable because we're afraid to lean back in it or sit all the way against the back of it for fear of it falling apart. And finally, the little end caps, that are supposed to hide the screw heads, keep falling off because they weren't manufactured properly. It's too late now to send the chair back. Who wants the hassle of taking this one apart, packing it back up and sending it back? If I could leave this chair zero stars, I would. I'm going to contact Amazon directly about all the issues we had with this product.  I would suggest you pass when it comes to buying this chair until you have read ALL the reviews and viewed the videos that upset buyers posted. I sure wish I had been more diligent before buying it.","20 Jun 2019","Color: Brown Style: Chair","","Yes","GoldDustWoman","1.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Buyer be ware!!!","Fabric (fake leather) does not hold up with normal use.  Mechanically, the chair is fine, but the fake leather is thinner than tissue paper and wears through very easily.  As you can see, this happened to six chairs...","06 Nov 2017","Color: Black Style: Chair","https://images-na.ssl-images-amazon.com/images/I/71+m+kY0epL._SY88.jpg","No","Kindle Customer","1.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Cheap","I guess it is what a 100 dollar chair amounts to these days.  Disappointing. The bottom seat part broke where the arms attach to the back and there is no structure to the chair, you cannot lean back without it breaking even more. I reordered another chair in the hopes that it will not be as defective as the first but that was my only chance given the packaging was ruined during shipping and I will be reusing the second chairs box to return the first. I guess I will have the opportunity to do the same thang till I win the chair lottery. Wish me luck. Give this chair a HARD pass unless you are feeling lucky.","22 Jun 2019","Color: Black Style: Chair","","Yes","Sal1n1ty","1.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Poor Quality Material - AmazonBasics High-Back Executive Chair - Black","The chair is very sturdy, but the issue is the cheap material used. From the pictures, you can see how the material has started to peel off. I purchased it March 2017. You get what you pay for because a good executive chair cost hundreds of dollars and not $110. Next time, I will buy a real leather chair because now I have to replace it.","04 Jul 2019","Color: Black Style: Chair","https://images-na.ssl-images-amazon.com/images/I/71+7L0yNhXL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/716-yKvsTcL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71LD1rUZg3L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71MN4Bm9suL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71c7MQ6cjzL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71h6pWeNDsL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71iFetpu5cL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71vyN72l4jL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/815hUEnxpyL._SY88.jpg","Yes","TM","1.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Big mistake","Everything of this chair is already falling apart My wife bought this for me in April. It's been making sounds like I had it 25 years.","20 Aug 2019","Color: Black Style: Chair","","Yes","jermaine","1.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Do not buy unless you like to hear constant squeaking and being uncomfortable.","Obviously this chair is fake leather, but it feels decent and the color hasn't changed yet. The paint on the plastics is ok, however some have already chipped off when the chair slightly rubbed against the wall. Its a decent chair for the price and I would be happy with it IF it didn't squeak. I am not just talking about a little every now and then, but EVERY time I move in the chair it squeaks. Very loud and aggravating. I have tried to find the exact point but couldn't. Also, any bass whatsoever from my sub below the desk causes the chair arm to shake. This is literally the noisiest chair I have ever sat in. If this thing didn't squeak, it would be 4 or 5 stars. The quality is justified with the price but the squeaking is ridiculous. *UPDATE* I almost never use this chair now. It is incredibly unconformable, and does not help keep proper posture at all. Even when I lock the recline, I always find myself leaning forward from the chair too far back and reclined. The squeak has gotten worse. I will never buy this chair again. Uncomfortable, loud, and doesn't help at all to keep a proper posture due to its design.","13 Nov 2017","Color: Brown Style: Chair","","Yes","Ethan Martin","1.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Superb Comfort = Increased Productivity","For starters, installation took about 10 minutes without bumping into any problems. And, so far, I've had this chair for 4 months now and there is nothing bad to say about it. I am 6' 1"" and 195 lb and I work at home and spend about 8 to 10 hours daily sitting on this chair. So far, it has provided continuous comfort for my back and my productivity has increased since switching to this chair. Update: After 8 months of daily use, the cushioning still feels like new!","07 Sep 2016","Color: Brown Style: Chair","https://images-na.ssl-images-amazon.com/images/I/71Qibrzm+iL._SY88.jpg","Yes","TY16","5.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Got a used chair","The chair looks good enough once assembled but I received a used product. Scratches on the legs and several other places on the chair.","10 Aug 2019","Color: Black Style: Chair","https://images-na.ssl-images-amazon.com/images/I/61xUsQporuL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71bvxtP9N0L._SY88.jpg","Yes","Andy B.","1.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good value at $100 but could use a few design construction upgrades.","This is a great value for essentially the same chair you pay $180 or $250 for at Big Box office stores. There is an issue with the design though. I believe the manufacturer is assembling the inner infrastructure of the chair improperly. After about 6 months the back failed on me. I removed the leather and foam to inspect the issue. There are brackets that are attached to the wood with threaded nuts. This is a sufficient manner to connect the pieces however they have installed them opposite. Meaning the nuts are on the back and/or the bottom and the L brackets are on the top or front. Therefore when you sit or lean back all of the weight holding ability is bearing on the NUTS rather than on the brackets. I disassembled mine. I installed the L bracket under the base and the nuts on the top side. Likewise on the back I put the nuts on the front and the L bracket on the back. This increased the stability and durability of the chair 10 fold. Photos I uploaded show the nut that pulled through the wood and my repair by moving the bracket below. Now after about 11 months the chair is still working great. i find the leather material to be more durable than the office store type chairs. If the manufacturers would switch the process or contact me for more information on the chair engineering I could make this a 5 star review and a great value for a $100 chair.","10 Sep 2017","Color: Brown Style: Chair","https://images-na.ssl-images-amazon.com/images/I/715XbVctaTL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71zYKDQIZvL._SY88.jpg","Yes","Chris Alexander","3.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"What a mess","1. Bonded leather didn't last a year, the handles are peeling off as I sit in this chair. 2. Squeaks like crazy, have to reapply some wd-40 every now and then. 3. Foam cushion inserts are so-so. 4. The button inserts and black plastic cover covering the screws on the side comes off periodically. TLDR; get something that doesn't have 'bonded leather' as the material, that and maybe something a bit more reputable.","29 Jul 2019","Color: Brown Style: Chair","","Yes","Aaron","1.0","AmazonBasics High-Back, Leather Executive, Swivel, Adjustable Office Desk Chair with Casters, Black","/AmazonBasics-High-Back-Executive-Chair-Black/product-reviews/B00XBC3BF0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
